"sess","id","whole","time","where","day","sessname"
45,196,"testing calibration of risk models at extremes of disease-risk minsun song*, national cancer institute, national peter kraft and amit d. joshi, harvard school myrto barrdahl, german cancer research center national institutes of health institutes of health of public health nilanjan chatterjee, national cancer institute,","1:45","Grand Ballroom IX (3rd Floor)","Monday, March 17","45. contributed papers: genome wide association studies"
45,197,"an adaptive genetic association test using double kernel machines xiang zhan* and debashis ghosh, the pennsylvania state university","2:00","Grand Ballroom IX (3rd Floor)","Monday, March 17","45. contributed papers: genome wide association studies"
45,198,"multi-marker tests for joint association in longitudinal studies using the genetic random field model ana diez roux and seunggeun lee, university xiuqing guo and walter palmas, columbia university zihuai he*, min zhang, jennifer smith, sharon kardia, of michigan bhramar mukherjee, university of michigan","2:15","Grand Ballroom IX (3rd Floor)","Monday, March 17","45. contributed papers: genome wide association studies"
45,199,"more powerful genetic association testing via a new statistical framework for integrative genomics university of pennsylvania sihai d. zhao*, tony cai and hongzhe li,","2:30","Grand Ballroom IX (3rd Floor)","Monday, March 17","45. contributed papers: genome wide association studies"
45,200,"principal component regression and linear mixed model in association analysis of structured samples: competitors or complements? wei pan, university of minnesota yiwei zhang n, novartis pharmaceuticals","2:45","Grand Ballroom IX (3rd Floor)","Monday, March 17","45. contributed papers: genome wide association studies"
45,201,"a versatile omnibus test for detecting mean and variance heterogeneity for quantitative traits peng wei*, ying cao and taylor maxwell, university of texas school of public health","3:00","Grand Ballroom IX (3rd Floor)","Monday, March 17","45. contributed papers: genome wide association studies"
45,202,"flexible and robust methods for rare-variant testing of quantitative traits in pedigrees yunxuan jiang*, karen n. conneely and michael p. epstein, emory university","3:15","Grand Ballroom IX (3rd Floor)","Monday, March 17","45. contributed papers: genome wide association studies"
46,203,"46. contributed papers: applications of bayesian methods bayesian variable selection for a regression model daniel p. beavers*, wake forest school of medicine 62 enar 2014 | spring meeting | march 16–19 * = presenter | n = student award winner with a misclassified binary covariate james d. stamey, baylor university","3:15","Grand Ballroom IV (3rd Floor)","Monday, March 17","46. contributed papers: applications of bayesian methods"
46,204,"semi-parametric bayesian clustering of ophthalmology data xin tong*, university of south carolina hongmei zhang, university of memphis","1:45","Grand Ballroom IV (3rd Floor)","Monday, March 17","46. contributed papers: applications of bayesian methods"
46,205,"a nonparametric bayesian latent factor model for body image evaluation kassie fronczyk*, rice university cancer center michele guindani, university of texas md anderson marina vannucci, rice university","2:00","Grand Ballroom IV (3rd Floor)","Monday, March 17","46. contributed papers: applications of bayesian methods"
46,206,"bayes sensitivity analysis with fisher-rao metric sebastian kurtek and karthik bharath*, the ohio state university","2:15","Grand Ballroom IV (3rd Floor)","Monday, March 17","46. contributed papers: applications of bayesian methods"
46,207,"bayesian inference on multiple proportions for misclassified binomial data dewi rahardja and haiwen shi*, u.s. food and drug administration","2:30","Grand Ballroom IV (3rd Floor)","Monday, March 17","46. contributed papers: applications of bayesian methods"
46,208,"longitudinal mediation analysis chanmin kim* and michael j. daniels, university of texas, austin beth h. marcus, university of california, san diego jason a. roy, university of pennsylvania","2:45","Grand Ballroom IV (3rd Floor)","Monday, March 17","46. contributed papers: applications of bayesian methods"
46,209,"estimation of contact network properties using multiple hiv epidemic data sources ravi goyal* and nicole b. carnegie, harvard university","3:00","Grand Ballroom IV (3rd Floor)","Monday, March 17","46. contributed papers: applications of bayesian methods"
47,210,"47. contributed papers: high dimensional data brainr: interactive 3 and 4d images of high john muschelli*, elizabeth m. sweeney johns hopkins bloomberg school of public health resolution neuroimage data and ciprian m. crainiceanu,","3:15","Atlantic Room (3rd Floor)","Monday, March 17","47. contributed papers: high dimensional data"
47,211,"inference for survival prediction in the high dimensional setting jennifer a. sinnott* and tianxi cai, harvard university","1:45","Atlantic Room (3rd Floor)","Monday, March 17","47. contributed papers: high dimensional data"
47,212,"testing high-dimensional nonparametric function with application to gene set analysis tao he*, ping-shou zhong, yuehua cui and vidyadhar mandrekar, michigan state university","2:00","Atlantic Room (3rd Floor)","Monday, March 17","47. contributed papers: high dimensional data"
47,213,"variable selection and inference for ultra-high dimensional survival data with missing covariates under proportional hazards models baojiang chen, university of nebraska yang ning* and grace yi, university of waterloo nancy reid, university of toronto","2:15","Atlantic Room (3rd Floor)","Monday, March 17","47. contributed papers: high dimensional data"
47,214,"an em test for the contaminated chi-square model feng zhou*, university of kentucky hongying dai, children’s mercy hospital richard charnigo, university of kentucky","2:30","Atlantic Room (3rd Floor)","Monday, March 17","47. contributed papers: high dimensional data"
47,215,"biostatistical matrix time series models seyed yaser samadi* and lynne billard, university of georgia","2:45","Atlantic Room (3rd Floor)","Monday, March 17","47. contributed papers: high dimensional data"
47,216,"supervised singular value decomposition and its asymptotic properties gen li n and haipeng shen, university of north carolina, dan yang, rutgers, the state university of new jersey chapel hill andrew nobel, university of north carolina, chapel hill","3:00","Atlantic Room (3rd Floor)","Monday, March 17","47. contributed papers: high dimensional data"
48,217,"48. contributed papers: clinical trials (1995) revisited program 63 analysis of the anticipated power of a test: browne paul w. stewart*, university of north carolina, chapel hill * = presenter | n = student award winner","3:15","Grand Ballroom VII (3rd Floor)","Monday, March 17","48. contributed papers: clinical trials"
48,218,"outcome-adaptive allocation with natural lead-in for three-group trials with binary outcomes ghalib a. bello* and roy t. sabo, virginia commonwealth university","1:45","Grand Ballroom VII (3rd Floor)","Monday, March 17","48. contributed papers: clinical trials"
48,219,"trial design and analysis challenges when studying therapies designed to control growth of brain metastases in cancer patients sujata m. patil*, memorial sloan-kettering cancer center","2:00","Grand Ballroom VII (3rd Floor)","Monday, March 17","48. contributed papers: clinical trials"
48,220,"understanding inconsistencies between replicate trials: insomnia case study richard entsuah, kenneth liu*, junshui ma, duane snavely and ellen snyder, merck","2:15","Grand Ballroom VII (3rd Floor)","Monday, March 17","48. contributed papers: clinical trials"
48,221,"sample size determination for a three-arm equivalence trial of normally distributed responses yi tsong and xiaoyu dong, u.s. food and drug zhigen zhao, temple university yu-wei chang*, temple university administration","2:30","Grand Ballroom VII (3rd Floor)","Monday, March 17","48. contributed papers: clinical trials"
48,222,"the utility of bayesian predictive probabilities for interim monitoring of clinical trials benjamin r. saville*, vanderbilt university school jason connor, berry consultants school of medicine of medicine gregory ayers and joann alvarez, vanderbilt university","2:45","Grand Ballroom VII (3rd Floor)","Monday, March 17","48. contributed papers: clinical trials"
48,223,"evaluation of bias for outcome response adaptive randomization designs yaping wang*, university of texas md anderson cancer hongjian zhu, university of texas school of public health center and university of texas school of public health j. jack lee, university of texas md anderson cancer center","3:00","Grand Ballroom VII (3rd Floor)","Monday, March 17","48. contributed papers: clinical trials"
49,224,"49. contributed papers: personalized medicine and variable subset selection penalized regression for interval-censored times in psoriatic arthritis of disease progression: selection of hla markers ying wu* and richard cook, university of waterloo","3:15","Bristol Room (3rd Floor)","Monday, March 17","49. contributed papers: personalized medicine and variable subset selection"
49,225,"multivariate markov models for the conditional probability of toxicity in phase ii trials laura l. fernandes*, susan murray and jeremy mg taylor, university of michigan","1:45","Bristol Room (3rd Floor)","Monday, March 17","49. contributed papers: personalized medicine and variable subset selection"
49,226,"latent supervised learning for estimating treatment effect heterogeneity susan wei* and michael r. kosorok, university of north carolina, chapel hill","2:00","Bristol Room (3rd Floor)","Monday, March 17","49. contributed papers: personalized medicine and variable subset selection"
49,227,"personalized selection of radiation therapy dose using statistical models for toxicity and efficacy with dose and biomarkers as covariates of michigan randy tenhaken and martha matuzak, university matthew schipper* and jeremy mg taylor, university feng-ming kong, georgia regents university of michigan","2:15","Bristol Room (3rd Floor)","Monday, March 17","49. contributed papers: personalized medicine and variable subset selection"
49,228,"simultaneous inference for assessing the effects of a snp on treatment efficacy in personalized medicine grace li and stephen j. ruberg, eli lilly and company state university ying ding*, university of pittsburgh jason c. hsu, eli lilly and company and the ohio","2:30","Bristol Room (3rd Floor)","Monday, March 17","49. contributed papers: personalized medicine and variable subset selection"
49,229,"consistent variable selection for quantile regression with varying covariate effects qi zheng* and limin peng, emory university","2:45","Bristol Room (3rd Floor)","Monday, March 17","49. contributed papers: personalized medicine and variable subset selection"
49,230,"consistent bi-level variable selection via composite group bridge regression indu seetharaman, kansas state university kun chen*, university of connecticut","3:00","Bristol Room (3rd Floor)","Monday, March 17","49. contributed papers: personalized medicine and variable subset selection"
50,231,"50. contributed papers: analysis of clustered data school of public health from couples: application to hpv transmission xiangrong kong*, johns hopkins university bloomberg school of public health monday, march 17 longitudinal multivariate outcome data couple studies","3:15","Grand Ballroom X (3rd Floor)","Monday, March 17","50. contributed papers: analysis of clustered data"
50,232,"statistical methods for assessing perception in children with cochlear implants michael d. larsen* and cynthia core, the george janean wilson, children’s national medical center washington university james mahshie, the george washington university","1:45","Grand Ballroom X (3rd Floor)","Monday, March 17","50. contributed papers: analysis of clustered data"
50,233,"identify common clusters in independent populations with application to psychiatry yun zhang*, kehui chen, allan sampson and david volk, 64 enar 2014 | spring meeting | march 16–19 university of pittsburgh * = presenter | n = student award winner","2:00","Grand Ballroom X (3rd Floor)","Monday, March 17","50. contributed papers: analysis of clustered data"
50,234,"generalized estimating equation in analyzing group-randomized trials with limited number of groups birmingham peng li* and david t. redden, university of alabama,","2:15","Grand Ballroom X (3rd Floor)","Monday, March 17","50. contributed papers: analysis of clustered data"
50,235,"accounting for covariates in differential methylation analysis with next-generation sequencing robert podolsky, wayne state university regents university hongyan xu*, georgia regents university duchwan ryu and varghese george, georgia","2:30","Grand Ballroom X (3rd Floor)","Monday, March 17","50. contributed papers: analysis of clustered data"
50,236,"evaluating predictors of individual dietary intake latent values under different mixed models shuli yu* and edward j. stanek iii, university of massachusetts, amherst","2:45","Grand Ballroom X (3rd Floor)","Monday, March 17","50. contributed papers: analysis of clustered data"
50,237,"a markov mixture model for longitudinal course of youth bipolar disorder jieyu fan*, satish iyengar and boris birmaher, adriana lopez, carnegie mellon university, qatar david axelson, the ohio state university tina goldstein, university of pittsburgh fangzi liao and mary k. gill, western psychiatric institute and clinic university of pittsburgh rasim s. diler, university of pittsburgh benjamin goldstein, university of toronto","3:00","Grand Ballroom X (3rd Floor)","Monday, March 17","50. contributed papers: analysis of clustered data"
50,238,"refreshment break with our exhibitors monday, march 17","3:30","Grand Ballroom X (3rd Floor)","Monday, March 17","50. contributed papers: analysis of clustered data"
51,239,"51. the role of statistics in shaping public policy university of california at irvine statisticians: guardians of democracy! roderick j. little*, university of michigan","3:45","Grand Ballroom Foyer (3rd Floor)","Monday, March 17","51. the role of statistics in shaping public policy"
51,240,"big statistics, major policies, and... a little politics sally c. morton*, university of pittsburgh","4:30","Grand Ballroom Foyer (3rd Floor)","Monday, March 17","51. the role of statistics in shaping public policy"
52,242,"52. panel discussion: having it all: weighting to achieve balance and leslie mcclure, university of alabama, birmingham and leslie mcclure, university of alabama at birmingham program 65 * = presenter | n = student award winner","5:15","Grand Ballroom II (3rd Floor)","Monday, March 17","52. panel discussion: having it all: weighting to achieve balance"
52,243,"thomas m. braun, university of michigan mary d. sammel, university of pennsylvania telba z. irony, u.s. food and drug administration francesca dominici, harvard school of public health aarti shah, eli lilly & company","3:45","Grand Ballroom II (3rd Floor)","Monday, March 17","52. panel discussion: having it all: weighting to achieve balance"
53,244,"53. biostatistical methods for integrative genomics","5:15","Grand Ballroom V (3rd Floor)","Monday, March 17","53. biostatistical methods for integrative genomics"
53,245,"a brief overview of modelling approaches in integrative genomics, with special reference to eqtl analyses sylvia t. richardson*, cambridge institute of public health","3:45","Grand Ballroom V (3rd Floor)","Monday, March 17","53. biostatistical methods for integrative genomics"
53,246,"information integrative framework for sparse k-means to combine multi-cohort and multi-omics data university of pittsburgh zhiguang huo, sunghwan kim and george c. tseng*,","4:25","Grand Ballroom V (3rd Floor)","Monday, March 17","53. biostatistical methods for integrative genomics"
53,247,"egonet: identification of disease ego-network modules rendong yang, zhaohui s. qin and tianwei yu*, emory university","4:45","Grand Ballroom V (3rd Floor)","Monday, March 17","53. biostatistical methods for integrative genomics"
53,248,"extensions to hidden markov models and their application to integrated analysis of multiple chromatin immunoprecipitation data damian famian and alexey nesvizhskii, university debashis ghosh, the pennsylvania state university hyung won choi, national university of singapore of michigan zhaohui s. qin*, emory university","5:05","Grand Ballroom V (3rd Floor)","Monday, March 17","53. biostatistical methods for integrative genomics"
54,250,"54. safety surveillance monitoring through signal detection","5:25","Grand Ballroom VI (3rd Floor)","Monday, March 17","54. safety surveillance monitoring through signal detection"
54,251,"methodological challenges for sequential medical product safety surveillance using observational healthcare data group health research institute andrea j. cook* and jennifer c. nelson,","3:45","Grand Ballroom VI (3rd Floor)","Monday, March 17","54. safety surveillance monitoring through signal detection"
54,252,"graphical approaches for disproportionality analysis of spontaneously-reported adverse events in pharmacovigilance richard c. zink*, jmp life sciences at sas insitute, inc.","4:10","Grand Ballroom VI (3rd Floor)","Monday, March 17","54. safety surveillance monitoring through signal detection"
54,253,"likelihood ratio tests for active surveillance ram c. tiwari*, u.s. food and drug administration","4:35","Grand Ballroom VI (3rd Floor)","Monday, March 17","54. safety surveillance monitoring through signal detection"
54,254,"discussion of safety surveillance monitoring through signal detection theodore lystig*, medtronic, inc.","5:00","Grand Ballroom VI (3rd Floor)","Monday, March 17","54. safety surveillance monitoring through signal detection"
55,255,"55. multiple testing and simultaneous inferences in complex settings * = presenter | n = student award winner and data mining section, asa biopharmaceutical section 66 enar 2014 | spring meeting | march 16–19","5:25","Grand Ballroom I (3rd Floor)","Monday, March 17","55. multiple testing and simultaneous inferences in complex settings"
55,256,"false discovery rate control and group testing for complex omics data andrew b. nobel* and gen li, university of north carolina, andrey shabalin, virginia commonwealth university fred a. wright, north carolina state university chapel hill ivan rusyn, university of north carolina, chapel hill","3:45","Grand Ballroom I (3rd Floor)","Monday, March 17","55. multiple testing and simultaneous inferences in complex settings"
55,257,"another look at robust pc-based stratification control for multiple testing yi-hui zhou*, north carolina state university","4:10","Grand Ballroom I (3rd Floor)","Monday, March 17","55. multiple testing and simultaneous inferences in complex settings"
55,258,"simultaneous inference of multiple rare variants: design, power and interpretation of findings andriy derkach, university of toronto lei sun*, university of toronto jerry f. lawless, university of waterloo","4:35","Grand Ballroom I (3rd Floor)","Monday, March 17","55. multiple testing and simultaneous inferences in complex settings"
55,259,"extending the projack to complex settings fred a. wright* and yi-hui zhou, north carolina state university","5:00","Grand Ballroom I (3rd Floor)","Monday, March 17","55. multiple testing and simultaneous inferences in complex settings"
56,260,"56. new developments in bayesian nonparametrics of public health","5:25","Grand Ballroom III (3rd Floor)","Monday, March 17","56. new developments in bayesian nonparametrics"
56,261,"scalable bayesian asa section on nonparametric statistics david b. dunson*, duke university","3:45","Grand Ballroom III (3rd Floor)","Monday, March 17","56. new developments in bayesian nonparametrics"
56,262,"bayesian models of structured sparsity for discovery of regulatory genetic variants ryan p. adams*, harvard university barbara engelhardt, duke university","4:10","Grand Ballroom III (3rd Floor)","Monday, March 17","56. new developments in bayesian nonparametrics"
56,263,"bayesian nonparametric inference of population admixtures maria de iorio* university college london yee whye teh, university of oxford stefano favaro, universita’ degli studi di torino lloyd elliott, university college london","4:35","Grand Ballroom III (3rd Floor)","Monday, March 17","56. new developments in bayesian nonparametrics"
56,264,"pre-surgical assessment of peritumoral brain activation via a bayesian non-parametric potts model timothy d. johnson*, university of michigan","5:00","Grand Ballroom III (3rd Floor)","Monday, March 17","56. new developments in bayesian nonparametrics"
57,265,"57. contributed papers: statistical genetics and genomics","5:25","Grand Ballroom IX (3rd Floor)","Monday, March 17","57. contributed papers: statistical genetics and genomics"
57,266,"sparse multivariate factor analysis regression models and its applications to integrative genomics analysis pei wang, fred hutchinson cancer research center yan zhou* and peter song, university of michigan ji zhu, university of michigan","3:45","Grand Ballroom IX (3rd Floor)","Monday, March 17","57. contributed papers: statistical genetics and genomics"
57,267,"a general statistical framework for transcript assemblies alyssa frazee*, geo pertea, steven salzberg and jeff leek, johns hopkins university","4:00","Grand Ballroom IX (3rd Floor)","Monday, March 17","57. contributed papers: statistical genetics and genomics"
57,268,"nonparametric test for differential binding analysis with chip-seq data qian wu*, kyoung-jae won and hongzhe li, university of pennsylvania","4:15","Grand Ballroom IX (3rd Floor)","Monday, March 17","57. contributed papers: statistical genetics and genomics"
57,269,"a statistical framework for expression qtl mapping via two-way mixture model ningtao wang*, yaqun wang, bruce lindsay and rongling wu, the pennsylvania state university","4:30","Grand Ballroom IX (3rd Floor)","Monday, March 17","57. contributed papers: statistical genetics and genomics"
57,270,"svm with bootstrap for soft clustering of populations matey neykov*, harvard university","4:45","Grand Ballroom IX (3rd Floor)","Monday, March 17","57. contributed papers: statistical genetics and genomics"
57,271,"functional principal component analysis for next generation sequencing lieven clement*, ghent university","5:00","Grand Ballroom IX (3rd Floor)","Monday, March 17","57. contributed papers: statistical genetics and genomics"
57,272,"the generalized higher criticism for testing snp-sets in genetic association testing ian j. barnett n and xihong lin, harvard university","5:15","Grand Ballroom IX (3rd Floor)","Monday, March 17","57. contributed papers: statistical genetics and genomics"
58,273,"58. contributed papers: imaging spatial and temporal pattern in the brain traumatic brain injury albert einstein college of medicine center at houston accounting cognitive changes after mild namhee kim*, craig a. branch and michael l. lipton,","5:15","Grand Ballroom VIII (3rd Floor)","Monday, March 17","58. contributed papers: imaging"
58,274,"modeling covariate effects in group independent component analysis with applications to functional magnetic resonance imaging ran shi* and ying guo, emory university","3:45","Grand Ballroom VIII (3rd Floor)","Monday, March 17","58. contributed papers: imaging"
58,275,"quantile mapping for multi-modal imaging data huaihou chen*, philip t. reiss, clare kelly and xavier f. castellanos, new york university school of medicine","4:00","Grand Ballroom VIII (3rd Floor)","Monday, March 17","58. contributed papers: imaging"
58,276,"latent variable models for longitudinal mr imaging data with multiple outcomes xiao wu*, university of florida michael j. daniels, university of texas, austin","4:15","Grand Ballroom VIII (3rd Floor)","Monday, March 17","58. contributed papers: imaging"
58,277,"a novel brain connectivity network model: build bridges between network communities shuo chen*, university of maryland, college park * = presenter | n = student award winner program 67","4:30","Grand Ballroom VIII (3rd Floor)","Monday, March 17","58. contributed papers: imaging"
58,278,"a bayesian model for brain activation and connectivity zhe yu* and hernando ombao, university of california, raquel prado, university of california, santa cruz irvine irvine erin burke and steve cramer, university of california,","4:45","Grand Ballroom VIII (3rd Floor)","Monday, March 17","58. contributed papers: imaging"
58,279,"pre-surgical fmri data analysis using a spatially adaptive conditional autoregressive model zhuqing liu*, veronica j. berrocal and timothy d. johnson, university of michigan","5:00","Grand Ballroom VIII (3rd Floor)","Monday, March 17","58. contributed papers: imaging"
59,280,"59. contributed papers: semi-parametric and non-parametric models in survival analysis shoubhik mondal* and sundarraman subramanian, model assisted cox regression new jersey institute of technology","5:15","Grand Ballroom IV (3rd Floor)","Monday, March 17","59. contributed papers: semi-parametric and non-parametric models in survival analysis"
59,281,"semiparametric bayes estimation of gap-time distribution with correlated recurrent event data akm f. rahman* and edsel a. pena, university of south carolina, columbia","3:45","Grand Ballroom IV (3rd Floor)","Monday, March 17","59. contributed papers: semi-parametric and non-parametric models in survival analysis"
59,282,"quantile regression models for current status data fang-shu ou n, donglin zeng and jianwen cai, university of north carolina, chapel hill","4:00","Grand Ballroom IV (3rd Floor)","Monday, March 17","59. contributed papers: semi-parametric and non-parametric models in survival analysis"
59,283,"competing risks regression under random signs censoring jonathan yabes* and joyce chang, university of pittsburgh","4:15","Grand Ballroom IV (3rd Floor)","Monday, March 17","59. contributed papers: semi-parametric and non-parametric models in survival analysis"
59,284,"regression analysis of informatively interval-censored failure time data with cox model ling ma*, university of missouri, columbia jianguo sun, university of missouri, columbia tao hu, capital normal university, china","4:30","Grand Ballroom IV (3rd Floor)","Monday, March 17","59. contributed papers: semi-parametric and non-parametric models in survival analysis"
59,285,"floor discussions","4:45","Grand Ballroom IV (3rd Floor)","Monday, March 17","59. contributed papers: semi-parametric and non-parametric models in survival analysis"
59,286,"weighted estimation of the accelerated failure time model in the presence of dependent censoring the pennsylvania state university youngjoo cho* and debashis ghosh,","5:00","Grand Ballroom IV (3rd Floor)","Monday, March 17","59. contributed papers: semi-parametric and non-parametric models in survival analysis"
60,287,"60. contributed papers: hierarchical models hierarchical nearest-neighbor gaussian process abhirup datta* and sudipto banerjee, university andrew o. finley, michigan state university models for massive geostatistical datasets of minnesota","5:15","Grand Ballroom VII (3rd Floor)","Monday, March 17","60. contributed papers: hierarchical models"
60,288,"examining the spatio-temporal trend between alcohol outlets and violence using integrated nested laplace approximations tony h. grubesic, oregon state university loni p. tabb*, drexel university","3:45","Grand Ballroom VII (3rd Floor)","Monday, March 17","60. contributed papers: hierarchical models"
60,289,"the role of prior effective sample size in the design of bayesian medical device studies gene a. pennello and laura thompson*, u.s. food and drug administration","4:00","Grand Ballroom VII (3rd Floor)","Monday, March 17","60. contributed papers: hierarchical models"
60,290,"a hybrid bayesian hierarchical model combining cohort and case-control studies for meta-analysis of diagnostic tests: accounting for disease xiaoye ma*, university of minnesota stephen cole, university of north carolina, chapel hill prevalence and partial verification bias yong chen, university of texas haitao chu, university of minnesota","4:15","Grand Ballroom VII (3rd Floor)","Monday, March 17","60. contributed papers: hierarchical models"
60,291,"group comparison of pulsatile hormone times series tingting lu* and timothy d. johnson, university of michigan","4:30","Grand Ballroom VII (3rd Floor)","Monday, March 17","60. contributed papers: hierarchical models"
60,292,"population size estimation with inactive lists: hierarchical mixture models and missing data with application to armed conflict data kristian lum, virginia polytechnic institute and alan m. zaslavsky and brent a. coull, harvard university * = presenter | n = student award winner shira mitchell* and al ozonoff, harvard university state university 68 enar 2014 | spring meeting | march 16–19","4:45","Grand Ballroom VII (3rd Floor)","Monday, March 17","60. contributed papers: hierarchical models"
60,293,"bayesian hierarchical joint modeling of repeatedly measured continuous and ordinal markers of disease severity university of pittsburgh olive d. buhule*, abdus s. wahed and ada o. youk,","5:00","Grand Ballroom VII (3rd Floor)","Monday, March 17","60. contributed papers: hierarchical models"
61,294,"61. contributed papers: methods for removing selection bias and confounding examination of statistical power in a propensity falynn c. turley* and david redden, university of alabama, birmingham johns hopkins bloomberg school of public health score analysis approach","5:15","Atlantic Room (3rd Floor)","Monday, March 17","61. contributed papers: methods for removing selection bias and confounding"
61,295,"stable weights that balance covariates for causal inference and estimation with incomplete data jose zubizarreta n, columbia university","3:45","Atlantic Room (3rd Floor)","Monday, March 17","61. contributed papers: methods for removing selection bias and confounding"
61,296,"matching using propensity score methods for time-varying treatments pallavi s. mishra-kalyani*, brent a. johnson and qi long, emory university","4:00","Atlantic Room (3rd Floor)","Monday, March 17","61. contributed papers: methods for removing selection bias and confounding"
61,297,"estimating causal effects in an observational study with a survival time endpoint jaeun choi* and mary beth landrum, a. james o’malley, dartmouth college harvard medical school bruce landon, harvard medical school","4:15","Atlantic Room (3rd Floor)","Monday, March 17","61. contributed papers: methods for removing selection bias and confounding"
61,298,"weighting to strengthen an instrumental variable doug lehmann*, yun li and yi li, university of michigan","4:30","Atlantic Room (3rd Floor)","Monday, March 17","61. contributed papers: methods for removing selection bias and confounding"
61,299,"propensity score bin bootstrapping method in estimation of cost-effectiveness zugui zhang*, paul kolm and william s. weintraub, christiana care health system","4:45","Atlantic Room (3rd Floor)","Monday, March 17","61. contributed papers: methods for removing selection bias and confounding"
61,300,"maximum likelihood adjustment for mis-measured exposure using external validation data and propensity scores and dana-farber cancer institute corwin zigler and francesca dominici, harvard school giovanni parmigiani, harvard school of public health and dana-farber cancer institute danielle braun*, harvard school of public health malka gorfine, israel institute of technology of public health","5:00","Atlantic Room (3rd Floor)","Monday, March 17","61. contributed papers: methods for removing selection bias and confounding"
62,301,"62. contributed papers: functional data analysis","5:15","Grand Ballroom X (3rd Floor)","Monday, March 17","62. contributed papers: functional data analysis"
62,302,"structured functional principal component analysis haochang shou*, vadim zipunnikov and school of public health ciprian m. crainiceanu, johns hopkins bloomberg sonja greven, ludwig-maximilians-universitat, germany","3:45","Grand Ballroom X (3rd Floor)","Monday, March 17","62. contributed papers: functional data analysis"
62,303,"a robust approach for functional linear regression model yihong zhao*, new york university medical center huaihou chen, new york university medical center r. todd ogden, columbia university medical center","4:00","Grand Ballroom X (3rd Floor)","Monday, March 17","62. contributed papers: functional data analysis"
62,304,"nonlinear functional regression models with application to copy number data adrian coles* and arnab maity, north carolina ganiraju manyam and veerabhadran md anderson cancer center state university baladandayuthapani, university of texas","4:15","Grand Ballroom X (3rd Floor)","Monday, March 17","62. contributed papers: functional data analysis"
62,305,"generalized functional linear models for case-control association studies ruzong fan, yifan wang* and james l. mills, and human development, national institutes of health momiao xiong, university of texas, houston * = presenter | n = student award winner eunice kennedy shriver national institute of child health iryna lobach, university of california, san francisco program 69","4:30","Grand Ballroom X (3rd Floor)","Monday, March 17","62. contributed papers: functional data analysis"
62,306,"wavelet-based function-on-function mixed models mark j. meyer* and brent a. coull, harvard university texas md anderson cancer center francesco versace and jeffrey s. morris, university of","4:45","Grand Ballroom X (3rd Floor)","Monday, March 17","62. contributed papers: functional data analysis"
62,307,"a computational framework for genetic mapping of heterochrony han hao*, ningtao wang and yaqun wang, jianxin wang and zhong wang, beijing forestry university the pennsylvania state university rongling wu, the pennsylvania state university","5:00","Grand Ballroom X (3rd Floor)","Monday, March 17","62. contributed papers: functional data analysis"
63,308,"63. contributed papers: recent advances in bayesian methods bayesian modeling of mixed outcome types using hua wei*, eli lilly and company random effect","5:00","Bristol Room (3rd Floor)","Monday, March 17","63. contributed papers: recent advances in bayesian methods"
63,309,"incorporating spatial dependence into bayesian multiple testing of statistical parametric maps in functional neuroimaging nicole a. lazar and gauri s. datta, university of georgia jennifer e. mcdowell, university of georgia andrew brown*, clemson university woncheol jang, seoul national university","3:45","Bristol Room (3rd Floor)","Monday, March 17","63. contributed papers: recent advances in bayesian methods"
63,310,"multivariate bayesian censored models for predicting exposure to multiple chemical agents caroline groth*, sudipto banerjee, tran huynh and richard kwok, national institute of environmental health mark stenzel, exposure assessment applications, llc gurumurthy ramachandran, university of minnesota sciences, national institutes of health patricia stewart, stewart exposure assessments, llc","4:00","Bristol Room (3rd Floor)","Monday, March 17","63. contributed papers: recent advances in bayesian methods"
63,311,"methods in functional data analysis for curve comparison in spectroscopic protein unfolding data: applications using bayesian inferential miranda l. lynch*, methods university of connecticut health center","4:15","Bristol Room (3rd Floor)","Monday, March 17","63. contributed papers: recent advances in bayesian methods"
63,312,"bayesian variable selection for high dimensional datasets in the presence of error-prone time-toevent outcomes university of massachusetts, amherst xiangdong gu* and raji balasubramanian,","4:30","Bristol Room (3rd Floor)","Monday, March 17","63. contributed papers: recent advances in bayesian methods"
63,313,"cortical thickness thinning and cognitive impairment in parkinson’s disease without dememtia lee, guangwei du, mechelle lewis and xuemei huang, milton s. hershey medical center lijun zhang*, ming wang, nicholas sterling, eunyoung the pennsylvania state university,","4:45","Bristol Room (3rd Floor)","Monday, March 17","63. contributed papers: recent advances in bayesian methods"
63,314,"an objective stepwise bayes approach to small area estimation yanping qu*, u.s. food and drug administration tuesday, march 18 glen d. meeden, university of minnesota","5:15","Bristol Room (3rd Floor)","Monday, March 17","63. contributed papers: recent advances in bayesian methods"
64,315,"64. statistical learning for complex multivariate biomedical data linear conditioning for clustering functional data asa statistical learning and data mining section thaddeus tarpey*, wright state university","8:30","Chasseur Room (3rd Floor)","Tuesday, March 18","64. statistical learning for complex multivariate biomedical data"
64,316,"multiple kernel statistical learning to combine heterogeneous data sources for prediction tianle chen, columbia university yuanjia wang*, columbia university donglin zeng, university of north carolina, chapel hill","8:55","Chasseur Room (3rd Floor)","Tuesday, March 18","64. statistical learning for complex multivariate biomedical data"
64,317,"margin-based learning of minimum clinically important difference tu xu and samad hedayat, university of illinois, chicago 70 enar 2014 | spring meeting | march 16–19 junhui wang*, city university of hong kong * = presenter | n = student award winner","9:20","Chasseur Room (3rd Floor)","Tuesday, March 18","64. statistical learning for complex multivariate biomedical data"
